metric,count
opcode,8
total instruction count,571801600
workitems,1638400
operand sum,5.71802e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.74886e-09
barriers per instruction,1.74886e-09
instructions per operand,1
total memory footprint,849920
90% memory footprint,28928
global memory address entropy,15.5914
local memory address entropy -- 1 LSBs skipped,15.5144
local memory address entropy -- 2 LSBs skipped,15.5144
local memory address entropy -- 3 LSBs skipped,14.3267
local memory address entropy -- 4 LSBs skipped,13.45
local memory address entropy -- 5 LSBs skipped,12.4121
local memory address entropy -- 6 LSBs skipped,11.4336
local memory address entropy -- 7 LSBs skipped,10.897
local memory address entropy -- 8 LSBs skipped,10.368
local memory address entropy -- 9 LSBs skipped,9.84019
local memory address entropy -- 10 LSBs skipped,9.31038
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
