metric,count
opcode,8
total instruction count,365953024
workitems,1048576
operand sum,3.65953e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.73259e-09
barriers per instruction,2.73259e-09
instructions per operand,1
total memory footprint,548864
90% memory footprint,23143
global memory address entropy,15.2242
local memory address entropy -- 1 LSBs skipped,15.1717
local memory address entropy -- 2 LSBs skipped,15.1717
local memory address entropy -- 3 LSBs skipped,14.0578
local memory address entropy -- 4 LSBs skipped,13.0942
local memory address entropy -- 5 LSBs skipped,12.0917
local memory address entropy -- 6 LSBs skipped,11.0889
local memory address entropy -- 7 LSBs skipped,10.5572
local memory address entropy -- 8 LSBs skipped,10.0365
local memory address entropy -- 9 LSBs skipped,9.51967
local memory address entropy -- 10 LSBs skipped,9.01609
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
