metric,count
opcode,10
total instruction count,3299328
workitems,1152
operand sum,3.29933e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.03092e-07
barriers per instruction,3.03092e-07
instructions per operand,1
total memory footprint,18688
90% memory footprint,15239
global memory address entropy,13.3983
local memory address entropy -- 1 LSBs skipped,11.4599
local memory address entropy -- 2 LSBs skipped,11.4599
local memory address entropy -- 3 LSBs skipped,11.4599
local memory address entropy -- 4 LSBs skipped,11.4599
local memory address entropy -- 5 LSBs skipped,10.6402
local memory address entropy -- 6 LSBs skipped,10.0131
local memory address entropy -- 7 LSBs skipped,9.62784
local memory address entropy -- 8 LSBs skipped,8.93754
local memory address entropy -- 9 LSBs skipped,8.39472
local memory address entropy -- 10 LSBs skipped,7.93202
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218903
