metric,count
opcode,8
total instruction count,437785600
workitems,1254400
operand sum,4.37786e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.28422e-09
barriers per instruction,2.28422e-09
instructions per operand,1
total memory footprint,1290240
90% memory footprint,34272
global memory address entropy,15.5176
local memory address entropy -- 1 LSBs skipped,13.7437
local memory address entropy -- 2 LSBs skipped,13.7437
local memory address entropy -- 3 LSBs skipped,13.7437
local memory address entropy -- 4 LSBs skipped,13.7437
local memory address entropy -- 5 LSBs skipped,12.9267
local memory address entropy -- 6 LSBs skipped,12.204
local memory address entropy -- 7 LSBs skipped,11.6673
local memory address entropy -- 8 LSBs skipped,10.9244
local memory address entropy -- 9 LSBs skipped,10.2913
local memory address entropy -- 10 LSBs skipped,9.72943
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
