metric,count
opcode,10
total instruction count,5407232
workitems,1888
operand sum,5.40723e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.84938e-07
barriers per instruction,1.84938e-07
instructions per operand,1
total memory footprint,30464
90% memory footprint,24811
global memory address entropy,13.9295
local memory address entropy -- 1 LSBs skipped,11.9926
local memory address entropy -- 2 LSBs skipped,11.9926
local memory address entropy -- 3 LSBs skipped,11.9926
local memory address entropy -- 4 LSBs skipped,11.9926
local memory address entropy -- 5 LSBs skipped,11.1732
local memory address entropy -- 6 LSBs skipped,10.5517
local memory address entropy -- 7 LSBs skipped,9.56662
local memory address entropy -- 8 LSBs skipped,9.18712
local memory address entropy -- 9 LSBs skipped,8.80056
local memory address entropy -- 10 LSBs skipped,8.40688
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218923
